seed,model,landmark_hours,lead_minutes,n,events,p_mean,event_rate,brier,logloss
11,hazard,3.0,30,755,11,0.020035848360899004,0.01456953642384106,0.014645629140293439,0.08103165367959674
11,hazard,3.0,60,755,26,0.04986972437508542,0.03443708609271523,0.03481637917589729,0.15987137454888048
11,hazard,3.0,120,755,100,0.15763002318348548,0.13245033112582782,0.11281805476364293,0.3812619328769202
11,hazard,3.0,240,755,436,0.6053970829483789,0.5774834437086093,0.18577015118729903,0.5535071753000183
11,hazard,5.0,30,655,69,0.10976530369260291,0.10534351145038168,0.08458286896632786,0.2896963913308606
11,hazard,5.0,60,655,145,0.24557719943288772,0.22137404580152673,0.1395121591093886,0.43634758800389717
11,hazard,5.0,120,655,336,0.5447689850405989,0.5129770992366413,0.18893882342329052,0.5620311456462663
11,hazard,5.0,240,655,610,0.9353929748716382,0.9312977099236641,0.06067458634722575,0.2256528121019731
11,hazard,7.0,30,319,113,0.3047214680010198,0.3542319749216301,0.22098425742713498,0.6331035656659205
11,hazard,7.0,60,319,187,0.5626378199675227,0.5862068965517241,0.22625910978426877,0.6441626261415485
11,hazard,7.0,120,319,274,0.8582849659226537,0.8589341692789969,0.11450288823886623,0.3786598529550739
11,hazard,7.0,240,319,319,0.992154726934849,1.0,0.00016027069948911088,0.00792722282784485
11,hazard,9.0,30,45,16,0.4492310338574607,0.35555555555555557,0.24067536871985296,0.6740303757145419
11,hazard,9.0,60,45,25,0.714331003633782,0.5555555555555556,0.2682843825447453,0.7411716782172602
11,hazard,9.0,120,45,45,0.9400061087377924,1.0,0.004674990979312556,0.06248854894583249
11,hazard,9.0,240,45,45,0.9995161181346527,1.0,6.640123878840606e-07,0.00048421430592548374
11,hazard_cal,1.0,30,772,1,0.0029108942500872003,0.0012953367875647669,0.0013098386046066345,0.012529444202757296
11,hazard_cal,1.0,60,772,6,0.007201048539158653,0.007772020725388601,0.007708527225947926,0.045622327640262215
11,hazard_cal,1.0,120,772,17,0.02342104047716685,0.022020725388601035,0.021285336533653824,0.09916388283419825
11,hazard_cal,1.0,240,772,117,0.1519956394296263,0.15155440414507773,0.1229420900597962,0.4085798005379697
11,hazard_cal,3.0,30,755,11,0.015501752670027198,0.01456953642384106,0.01453145603771997,0.08082247401004525
11,hazard_cal,3.0,60,755,26,0.03947629108092262,0.03443708609271523,0.034198479601735755,0.15853969738772392
11,hazard_cal,3.0,120,755,100,0.13213767768228024,0.13245033112582782,0.11131579701264513,0.38028162067291554
11,hazard_cal,3.0,240,755,436,0.5664469178533762,0.5774834437086093,0.18430979164546807,0.5519231951835732
11,hazard_cal,5.0,30,655,69,0.09648791192201207,0.10534351145038168,0.08477243924166569,0.2893834176408085
11,hazard_cal,5.0,60,655,145,0.22113170087242878,0.22137404580152673,0.1390287756962965,0.4331976961881341
11,hazard_cal,5.0,120,655,336,0.5103300033317902,0.5129770992366413,0.18715265848557458,0.5586155583257667
11,hazard_cal,5.0,240,655,610,0.9228340595507073,0.9312977099236641,0.060649563966353126,0.22579057212486356
11,hazard_cal,7.0,30,319,113,0.2856237205486201,0.3542319749216301,0.2231476119289883,0.6385516952624111
11,hazard_cal,7.0,60,319,187,0.5379432458974436,0.5862068965517241,0.22759839578702054,0.6471560272270568
11,hazard_cal,7.0,120,319,274,0.8420628515032641,0.8589341692789969,0.11443684170362967,0.37927970039781655
11,hazard_cal,7.0,240,319,319,0.9903871501975222,1.0,0.0002469941796031808,0.009739882463555151
11,hazard_cal,9.0,30,45,16,0.43464326473302844,0.35555555555555557,0.2386180292233334,0.6697294772444048
11,hazard_cal,9.0,60,45,25,0.699349838523386,0.5555555555555556,0.2639247412276405,0.730797102244538
11,hazard_cal,9.0,120,45,45,0.9340896012596802,1.0,0.005725050884842662,0.06899095267077036
11,hazard_cal,9.0,240,45,45,0.9994660068050331,1.0,8.58022331202036e-07,0.0005344228626303765
22,empirical,1.0,30,747,2,0.001199040767386,0.002677376171352075,0.0026723933037557704,0.019205205016982578
22,empirical,1.0,60,747,2,0.0065947242206234,0.002677376171352075,0.0026855534439282815,0.02004325557145493
22,empirical,1.0,120,747,12,0.0173860911270983,0.01606425702811245,0.015807943919632365,0.08235098407457885
22,empirical,1.0,240,747,84,0.1139088729016786,0.11244979919678715,0.09980697075346563,0.3516173642287558
22,empirical,3.0,30,735,10,0.008541793776693,0.013605442176870748,0.013445974655163197,0.07326155561466632
22,empirical,3.0,60,735,16,0.0231848688224527,0.021768707482993196,0.02129683637045241,0.10489019343735344
22,empirical,3.0,120,735,72,0.09823062843197071,0.09795918367346938,0.08836325568975371,0.32057597795637
22,empirical,3.0,240,735,441,0.5454545454545454,0.6,0.2429752066115702,0.6790644262878974
22,empirical,5.0,30,663,58,0.0703653585926927,0.08748114630467571,0.08012114553489727,0.29876039082415323
22,empirical,5.0,60,663,154,0.1860622462787551,0.23227752639517346,0.18046052924315195,0.5486671671615957
22,empirical,5.0,120,663,369,0.4959404600811907,0.5565610859728507,0.2504757038370683,0.6940986095024685
22,empirical,5.0,240,663,611,0.8958051420838972,0.9215686274509803,0.07294364952735637,0.27877433631184645
22,empirical,7.0,30,294,99,0.2657718120805369,0.336734693877551,0.22838017040968,0.6511190737841673
22,empirical,7.0,60,294,164,0.5261744966442953,0.5578231292517006,0.24765812166945964,0.6884597655667554
22,empirical,7.0,120,294,242,0.7932885906040268,0.8231292517006803,0.14647795175004372,0.4694351995435579
22,empirical,7.0,240,294,294,0.999999,1.0,1.0000000000575112e-12,1.000000500029089e-06
22,empirical,9.0,30,52,20,0.3311688311688312,0.38461538461538464,0.23954292460785964,0.6725710586091126
22,empirical,9.0,60,52,35,0.512987012987013,0.6730769230769231,0.24567315801082032,0.6844915876739555
22,empirical,9.0,120,52,52,0.999999,1.0,1.0000000000575112e-12,1.000000500029089e-06
22,empirical,9.0,240,52,52,0.999999,1.0,1.0000000000575112e-12,1.000000500029089e-06
22,hazard,1.0,30,747,2,0.001966096685060711,0.002677376171352075,0.0026774787258221993,0.019973086756435405
22,hazard,1.0,60,747,2,0.005103580088028814,0.002677376171352075,0.0027048492320706765,0.02056534810917735
22,hazard,1.0,120,747,12,0.01811048518753679,0.01606425702811245,0.016066593388727162,0.0853639583324373
22,hazard,1.0,240,747,84,0.12902631513916765,0.11244979919678715,0.108227014854443,0.3865171499603169
22,hazard,3.0,30,735,10,0.013122212055056046,0.013605442176870748,0.013595648031990955,0.07856997727323445
22,hazard,3.0,60,735,16,0.0337965281526223,0.021768707482993196,0.02201176736007817,0.11422331514556093
22,hazard,3.0,120,735,72,0.11431825723929939,0.09795918367346938,0.0950268754095427,0.35313632925511534
22,hazard,3.0,240,735,441,0.5251955799405287,0.6,0.2083925989382019,0.6006306020234964
22,hazard,5.0,30,663,58,0.08521483966084523,0.08748114630467571,0.07659932204379728,0.2824769661487637
22,hazard,5.0,60,663,154,0.19917544634985057,0.23227752639517346,0.1541522985695968,0.4821813963434386
22,hazard,5.0,120,663,369,0.48361632488729595,0.5565610859728507,0.20429053402052594,0.5955451625679135
22,hazard,5.0,240,663,611,0.9086196569084858,0.9215686274509803,0.06661619102208832,0.2375073762938005
22,hazard,7.0,30,294,99,0.2707639944544092,0.336734693877551,0.21303306837375927,0.6154692837966431
22,hazard,7.0,60,294,164,0.5121550279708124,0.5578231292517006,0.22344217481618495,0.6377263731005199
22,hazard,7.0,120,294,242,0.8214127546912717,0.8231292517006803,0.1333138839903776,0.42359102463844744
22,hazard,7.0,240,294,294,0.9884905743963556,1.0,0.00024612916846419527,0.011634813805557531
22,hazard,9.0,30,52,20,0.42207209424040637,0.38461538461538464,0.23300448564275425,0.6590997587470684
22,hazard,9.0,60,52,35,0.6872815948904732,0.6730769230769231,0.2202741113604837,0.6319376940740872
22,hazard,9.0,120,52,52,0.9275130919123201,1.0,0.005977337964655763,0.07566854855693468
22,hazard,9.0,240,52,52,0.9988909101938627,1.0,2.0083744234350016e-06,0.0011100955080991224
22,hazard_cal,1.0,30,747,2,0.0026173624108441723,0.002677376171352075,0.002679907780447932,0.01979617056143986
22,hazard_cal,1.0,60,747,2,0.006730166836827167,0.002677376171352075,0.0027296052681704437,0.021399218979056965
22,hazard_cal,1.0,120,747,12,0.023328865942945625,0.01606425702811245,0.01624018065208845,0.08635799540349755
22,hazard_cal,1.0,240,747,84,0.15500078668374212,0.11244979919678715,0.11233596389589755,0.3923871279822123
22,hazard_cal,3.0,30,735,10,0.016450811831625913,0.013605442176870748,0.013670489916672,0.07852749164010774
22,hazard_cal,3.0,60,735,16,0.041825023843550906,0.021768707482993196,0.022557272739581753,0.11748006204057392
22,hazard_cal,3.0,120,735,72,0.13669904610589315,0.09795918367346938,0.09833245585057125,0.3580892349345989
22,hazard_cal,3.0,240,735,441,0.5739996669468739,0.6,0.20421816227883924,0.5879947985425462
22,hazard_cal,5.0,30,663,58,0.09955571123675346,0.08748114630467571,0.07691796975839585,0.28310350986444477
22,hazard_cal,5.0,60,663,154,0.2276319775460658,0.23227752639517346,0.15283206203009136,0.4785420716166632
22,hazard_cal,5.0,120,663,369,0.5291044643855879,0.5565610859728507,0.2003482066939024,0.583972787669376
22,hazard_cal,5.0,240,663,611,0.930880226776036,0.9215686274509803,0.06682277839903036,0.23652895905271368
22,hazard_cal,7.0,30,294,99,0.30098576098074536,0.336734693877551,0.20974114161197807,0.6079160498210134
22,hazard_cal,7.0,60,294,164,0.5547599276968409,0.5578231292517006,0.22160883153252015,0.6334144357085085
22,hazard_cal,7.0,120,294,242,0.8541691296771696,0.8231292517006803,0.13517835377491408,0.4267032642195164
22,hazard_cal,7.0,240,294,294,0.9927212856747375,1.0,0.00010328894078913182,0.007331009481557723
22,hazard_cal,9.0,30,52,20,0.45657849211931983,0.38461538461538464,0.23691057396748694,0.6669077039449192
22,hazard_cal,9.0,60,52,35,0.7244722771728009,0.6730769230769231,0.22256047459269648,0.6379830768883339
22,hazard_cal,9.0,120,52,52,0.9445248489601796,1.0,0.003540145025663686,0.05733273334576017
22,hazard_cal,9.0,240,52,52,0.9993857567002409,1.0,6.3138020018882e-07,0.0006145592617987789
33,empirical,1.0,30,769,0,0.0028985507246376,0.0,8.401596303297314e-06,0.0029027596579613
33,empirical,1.0,60,769,3,0.0046376811594203,0.0039011703511053317,0.0038864936691677533,0.025593432101993576
33,empirical,1.0,120,769,16,0.0197101449275362,0.02080624187256177,0.02037454360021504,0.10119103412802251
33,empirical,1.0,240,769,100,0.1153623188405796,0.13003901170351106,0.11334427245207794,0.3874796387029706
33,empirical,3.0,30,753,11,0.0112359550561798,0.014608233731739707,0.014406205502444114,0.0767055379355538
33,empirical,3.0,60,753,20,0.0301596688350088,0.02656042496679947,0.02586792334880532,0.12280512656888637
33,empirical,3.0,120,753,84,0.0975753991720875,0.11155378486055777,0.09930493321029776,0.35081704009173575
33,empirical,3.0,240,753,461,0.5913660555884093,0.6122177954847278,0.2378419614332515,0.6686503659624252
33,empirical,5.0,30,669,71,0.0851900393184796,0.10612855007473841,0.0953037021664621,0.34097025906548994
33,empirical,5.0,60,669,156,0.2208387942332896,0.23318385650224216,0.17896154613140816,0.5435320158244628
33,empirical,5.0,120,669,377,0.5471821756225426,0.5635276532137519,0.24623141191483794,0.6855941672869552
33,empirical,5.0,240,669,620,0.9318479685452162,0.9267563527653214,0.06790493992569062,0.2621491393733968
33,empirical,7.0,30,292,98,0.341534008683068,0.3356164383561644,0.22301306229986115,0.638163056065635
33,empirical,7.0,60,292,174,0.6107091172214183,0.5958904109589042,0.2410246231414271,0.6751026065235498
33,empirical,7.0,120,292,243,0.849493487698987,0.8321917808219178,0.1399479698152229,0.4535296002191949
33,empirical,7.0,240,292,292,0.999999,1.0,1.0000000000575112e-12,1.000000500029089e-06
33,empirical,9.0,30,49,8,0.3365384615384615,0.16326530612244897,0.1666333323270136,0.5211020995413126
33,empirical,9.0,60,49,25,0.5769230769230769,0.5102040816326531,0.25434730105059766,0.7019589548640097
33,empirical,9.0,120,49,49,0.9999989999999999,1.0,1.0000000000575112e-12,1.000000500029089e-06
33,empirical,9.0,240,49,49,0.9999989999999999,1.0,1.0000000000575112e-12,1.000000500029089e-06
33,hazard,1.0,30,769,0,0.001487626867608479,0.0,4.830024912578347e-06,0.0014900503820242934
33,hazard,1.0,60,769,3,0.004007535480480747,0.0039011703511053317,0.0038629646110594088,0.024089657728313906
33,hazard,1.0,120,769,16,0.015583291998749185,0.02080624187256177,0.02052950738106191,0.10427511297537832
33,hazard,1.0,240,769,100,0.1370098883153154,0.13003901170351106,0.12090424093929758,0.4105154298469317
33,hazard,3.0,30,753,11,0.012736564394770472,0.014608233731739707,0.014566258758946557,0.07970901724057235
33,hazard,3.0,60,753,20,0.03411402702943238,0.02656042496679947,0.027254886997475476,0.13183804235678145
33,hazard,3.0,120,753,84,0.12471670783012836,0.11155378486055777,0.10621467395379591,0.3729124410542097
33,hazard,3.0,240,753,461,0.5954984895654442,0.6122177954847278,0.1980743737629144,0.5733867146788132
33,hazard,5.0,30,669,71,0.10368523502616783,0.10612855007473841,0.08727251825136025,0.31272457454496483
33,hazard,5.0,60,669,156,0.2386279106337139,0.23318385650224216,0.1437373817232638,0.45929533949580204
33,hazard,5.0,120,669,377,0.5578242222923057,0.5635276532137519,0.19945799997662128,0.5789073547205983
33,hazard,5.0,240,669,620,0.9436393359354514,0.9267563527653214,0.06183493027416641,0.21536914244386746
33,hazard,7.0,30,292,98,0.3323879007581009,0.3356164383561644,0.19711634844039636,0.5820462273878629
33,hazard,7.0,60,292,174,0.5906885809271257,0.5958904109589042,0.20388121534041875,0.5941101308720614
33,hazard,7.0,120,292,243,0.8723104326364318,0.8321917808219178,0.12691699156733252,0.395170206426414
33,hazard,7.0,240,292,292,0.9936232327768068,1.0,9.816223577656488e-05,0.006426533817990188
33,hazard,9.0,30,49,8,0.45048866314273617,0.16326530612244897,0.21239855085745302,0.6174663431643456
33,hazard,9.0,60,49,25,0.7185791703888854,0.5102040816326531,0.3031620128616324,0.8135458261785073
33,hazard,9.0,120,49,49,0.9429345732322286,1.0,0.0037656118306971264,0.059046733894255375
33,hazard,9.0,240,49,49,0.9994470775485677,1.0,5.977736848078568e-07,0.000553221667654431
33,hazard_cal,1.0,30,769,0,0.0014891816944724112,0.0,4.967796465348474e-06,0.0014916746435987458
33,hazard_cal,1.0,60,769,3,0.004038458250893439,0.0039011703511053317,0.003862627022248909,0.024095796577711902
33,hazard_cal,1.0,120,769,16,0.01594850612870324,0.02080624187256177,0.020546899061699063,0.1043850623070243
33,hazard_cal,1.0,240,769,100,0.14406329828835085,0.13003901170351106,0.12248387383568456,0.413268510790828
33,hazard_cal,3.0,30,753,11,0.01329999719995215,0.014608233731739707,0.014590293959062172,0.0798352108785114
33,hazard_cal,3.0,60,753,20,0.03580060817148745,0.02656042496679947,0.027476264320148408,0.1327023010303392
33,hazard_cal,3.0,120,753,84,0.1317423679817195,0.11155378486055777,0.10780509799398619,0.3759034339119208
33,hazard_cal,3.0,240,753,461,0.620315419283887,0.6122177954847278,0.19832404414491767,0.573486875039601
33,hazard_cal,5.0,30,669,71,0.111471139407454,0.10612855007473841,0.08741589700938517,0.31315996663341616
33,hazard_cal,5.0,60,669,156,0.25443616691890036,0.23318385650224216,0.14402568187218903,0.4602911712101211
33,hazard_cal,5.0,120,669,377,0.584296104072801,0.5635276532137519,0.20032776276085565,0.5796031222852679
33,hazard_cal,5.0,240,669,620,0.9554592918859445,0.9267563527653214,0.06290775122984976,0.2204739045986338
33,hazard_cal,7.0,30,292,98,0.35813819349785986,0.3356164383561644,0.19688286129777338,0.5822481673945874
33,hazard_cal,7.0,60,292,174,0.6242925374474264,0.5958904109589042,0.20465840905705698,0.5933795157306881
33,hazard_cal,7.0,120,292,243,0.8947035570476154,0.8321917808219178,0.1302694423065319,0.4044078111308296
33,hazard_cal,7.0,240,292,292,0.995951276505158,1.0,4.336614857858214e-05,0.00407062032761891
33,hazard_cal,9.0,30,49,8,0.48353917606250074,0.16326530612244897,0.23251409930775463,0.657920490679756
33,hazard_cal,9.0,60,49,25,0.7530361540938069,0.5102040816326531,0.3186264179362442,0.8561446419306604
33,hazard_cal,9.0,120,49,49,0.9573583879800054,1.0,0.0021611757907400533,0.043765884168385075
33,hazard_cal,9.0,240,49,49,0.9997355540023241,1.0,1.5244882017509725e-07,0.00026452226885261064
44,empirical,1.0,30,742,2,0.0011634671320535,0.0026954177897574125,0.002690499385513711,0.019372194836687822
44,empirical,1.0,60,742,3,0.0040721349621872,0.004043126684636119,0.004026780652728268,0.026315653833370898
44,empirical,1.0,120,742,17,0.0186154741128563,0.022911051212938006,0.022404586927878854,0.10963258059387031
44,empirical,1.0,240,742,89,0.135543920884235,0.11994609164420485,0.10580231902048595,0.36789147105173287
44,empirical,3.0,30,725,12,0.0124481327800829,0.016551724137931035,0.016294604028025,0.08491784688130492
44,empirical,3.0,60,725,28,0.0248962655601659,0.038620689655172416,0.03731749180247086,0.16686539073635928
44,empirical,3.0,120,725,72,0.1191464137522229,0.0993103448275862,0.089841269868195,0.32553800739204486
44,empirical,3.0,240,725,411,0.5868405453467694,0.5668965517241379,0.24592261424903927,0.6849865989533149
44,empirical,5.0,30,653,55,0.10497981157469709,0.08422664624808576,0.07756321218095923,0.2914132946716208
44,empirical,5.0,60,653,128,0.2449528936742934,0.19601837672281777,0.15998975965904344,0.5016358129486237
44,empirical,5.0,120,653,339,0.5309555854643337,0.5191424196018377,0.249773118659482,0.6926940648710339
44,empirical,5.0,240,653,593,0.886271870794078,0.9081163859111792,0.08391819839149867,0.30938815325756647
44,empirical,7.0,30,314,82,0.2812051649928264,0.2611464968152866,0.19335135418544674,0.5752630620070491
44,empirical,7.0,60,314,176,0.51506456241033,0.5605095541401274,0.24840384113108432,0.6899539650579962
44,empirical,7.0,120,314,254,0.757532281205165,0.8089171974522293,0.15721057473597816,0.49537019115296066
44,empirical,7.0,240,314,314,0.999999,1.0,1.0000000000575112e-12,1.000000500029089e-06
44,empirical,9.0,30,60,17,0.3846153846153845,0.2833333333333333,0.2133136094674556,0.6186755107346592
44,empirical,9.0,60,60,36,0.6213017751479291,0.6,0.2404537656244529,0.6739692714846907
44,empirical,9.0,120,60,60,0.999999,1.0,1.0000000000575112e-12,1.000000500029089e-06
44,empirical,9.0,240,60,60,0.999999,1.0,1.0000000000575112e-12,1.000000500029089e-06
44,hazard,1.0,30,742,2,0.0018192347425605435,0.0026954177897574125,0.002694663572624912,0.0199599481963961
44,hazard,1.0,60,742,3,0.0048066892507153255,0.004043126684636119,0.004049709938754318,0.027223790508557628
44,hazard,1.0,120,742,17,0.017691963045567183,0.022911051212938006,0.022755224116350687,0.11694871445766429
44,hazard,1.0,240,742,89,0.13339901118794764,0.11994609164420485,0.11115869286683606,0.3798729564383547
44,hazard,3.0,30,725,12,0.013396893229869028,0.016551724137931035,0.01647916081165261,0.08914139964536433
44,hazard,3.0,60,725,28,0.034829473009282276,0.038620689655172416,0.03869933278233924,0.18289881745126502
44,hazard,3.0,120,725,72,0.11947746719231357,0.0993103448275862,0.09336854353985144,0.3315048317161426
44,hazard,3.0,240,725,411,0.5402089712405905,0.5668965517241379,0.20310954970918346,0.5892884676211915
44,hazard,5.0,30,653,55,0.08907235634651166,0.08422664624808576,0.07057337955676773,0.25603142472086676
44,hazard,5.0,60,653,128,0.20645545144516217,0.19601837672281777,0.13492336043583705,0.4307951050297519
44,hazard,5.0,120,653,339,0.49103665938415797,0.5191424196018377,0.20360606964619843,0.5941815337697116
44,hazard,5.0,240,653,593,0.8996129133287025,0.9081163859111792,0.07730502602672983,0.26625418807271095
44,hazard,7.0,30,314,82,0.269730064880778,0.2611464968152866,0.1816406908174568,0.5462585420215175
44,hazard,7.0,60,314,176,0.5033120092000039,0.5605095541401274,0.23300213046262047,0.6577910514350777
44,hazard,7.0,120,314,254,0.8031377408536143,0.8089171974522293,0.14183910328967983,0.44395924503994516
44,hazard,7.0,240,314,314,0.9820798005469166,1.0,0.0005651205072846266,0.018210598933645208
44,hazard,9.0,30,60,17,0.3898030168455105,0.2833333333333333,0.21506171704682817,0.62207475596421
44,hazard,9.0,60,60,36,0.6464163608758962,0.6,0.23514864934125485,0.6630256689125603
44,hazard,9.0,120,60,60,0.9003313305604714,1.0,0.011012087549292043,0.10566335375553025
44,hazard,9.0,240,60,60,0.9966389740050828,1.0,1.815302186729893e-05,0.00337014746481281
44,hazard_cal,1.0,30,742,2,0.0035659985023222636,0.0026954177897574125,0.002702247578681382,0.019729864403006038
44,hazard_cal,1.0,60,742,3,0.009153301130493627,0.004043126684636119,0.004110889684771093,0.028820435308672347
44,hazard_cal,1.0,120,742,17,0.03139728091999999,0.022911051212938006,0.023194412637719583,0.11648618076250984
44,hazard_cal,1.0,240,742,89,0.19496265998038007,0.11994609164420485,0.12072803388589584,0.39913392826847377
44,hazard_cal,3.0,30,725,12,0.021891284612570217,0.016551724137931035,0.016665800657222524,0.08875882789727597
44,hazard_cal,3.0,60,725,28,0.05489260419065452,0.038620689655172416,0.04003149723277037,0.18327337143891037
44,hazard_cal,3.0,120,725,72,0.171941826460125,0.0993103448275862,0.1013696836879679,0.3505473821378264
44,hazard_cal,3.0,240,725,411,0.6339700879680537,0.5668965517241379,0.20863873391662188,0.5982066574112694
44,hazard_cal,5.0,30,653,55,0.11968713494793409,0.08422664624808576,0.07178199847943041,0.263620132092477
44,hazard_cal,5.0,60,653,128,0.26447887746352894,0.19601837672281777,0.13978389019628468,0.44554680719262535
44,hazard_cal,5.0,120,653,339,0.576283481974971,0.5191424196018377,0.20815844960367869,0.599567654429279
44,hazard_cal,5.0,240,653,593,0.9387067854879957,0.9081163859111792,0.07889654096444863,0.27328279734699845
44,hazard_cal,7.0,30,314,82,0.3233600198304889,0.2611464968152866,0.1854816748582251,0.5564741362232131
44,hazard_cal,7.0,60,314,176,0.576643727825817,0.5605095541401274,0.23043770640256298,0.6521414009940699
44,hazard_cal,7.0,120,314,254,0.859599378329752,0.8089171974522293,0.14623642827975603,0.4537109350461136
44,hazard_cal,7.0,240,314,314,0.9912559218696458,1.0,0.00014131758056136953,0.008815744197671713
44,hazard_cal,9.0,30,60,17,0.4451683972104623,0.2833333333333333,0.22984299229928304,0.6525193487208755
44,hazard_cal,9.0,60,60,36,0.7084596877551615,0.6,0.2452146697185188,0.6857432138581665
44,hazard_cal,9.0,120,60,60,0.9328711448108553,1.0,0.005040839189688086,0.06979748485928727
44,hazard_cal,9.0,240,60,60,0.9985074612105103,1.0,3.6574406822309684e-06,0.0014943716597865511
55,empirical,1.0,30,739,0,0.0011737089201877,0.0,1.3775926293283057e-06,0.0011743982559415
55,empirical,1.0,60,739,4,0.0046948356807511,0.005412719891745603,0.005383937712859499,0.03369959211818132
55,empirical,1.0,120,739,15,0.017018779342723,0.02029769959404601,0.019896454303250318,0.09949826612615699
55,empirical,1.0,240,739,72,0.11384976525821601,0.09742895805142084,0.08820619909375796,0.32079365916849967
55,empirical,3.0,30,724,7,0.0143283582089551,0.009668508287292817,0.00959674243608375,0.05534025765258193
55,empirical,3.0,60,724,11,0.0388059701492536,0.015193370165745856,0.015520086546733567,0.08834366040898894
55,empirical,3.0,120,724,57,0.0985074626865671,0.0787292817679558,0.07292215840070693,0.2780038031059678
55,empirical,3.0,240,724,390,0.5582089552238806,0.5386740331491713,0.24888593234044173,0.6909243715895648
55,empirical,5.0,30,667,47,0.0735099337748343,0.0704647676161919,0.06550875717792169,0.25490846241125176
55,empirical,5.0,60,667,134,0.19205298013245034,0.20089955022488756,0.1606171827467258,0.5018962415210513
55,empirical,5.0,120,667,333,0.509933774834437,0.4992503748125937,0.25011357309810506,0.693374369637309
55,empirical,5.0,240,667,606,0.899337748344371,0.9085457271364318,0.08317517571199926,0.306371216928131
55,empirical,7.0,30,334,100,0.3445945945945946,0.2994011976047904,0.2118025636090857,0.6149819377095517
55,empirical,7.0,60,334,187,0.5581081081081081,0.5598802395209581,0.24641749736465707,0.6859650215107622
55,empirical,7.0,120,334,273,0.7945945945945946,0.8173652694610778,0.1497977893737725,0.47699998096483814
55,empirical,7.0,240,334,334,0.999999,1.0,1.0000000000575112e-12,1.000000500029089e-06
55,empirical,9.0,30,61,16,0.26973684210526316,0.26229508196721313,0.19355175173697828,0.5755852400868671
55,empirical,9.0,60,61,31,0.5328947368421053,0.5081967213114754,0.2505428057308932,0.6942359289432426
55,empirical,9.0,120,61,61,0.999999,1.0,1.0000000000575112e-12,1.000000500029089e-06
55,empirical,9.0,240,61,61,0.999999,1.0,1.0000000000575112e-12,1.000000500029089e-06
55,hazard,1.0,30,739,0,0.001720069341264997,0.0,5.324636950199357e-06,0.0017227399899809915
55,hazard,1.0,60,739,4,0.004512331339648969,0.005412719891745603,0.005413860130114008,0.03655406579378979
55,hazard,1.0,120,739,15,0.016453095698919163,0.02029769959404601,0.02020649472656647,0.109386116214192
55,hazard,1.0,240,739,72,0.12612844468371812,0.09742895805142084,0.09389664965926277,0.338726096141921
55,hazard,3.0,30,724,7,0.012411230080484658,0.009668508287292817,0.009705437332128045,0.05655703216634409
55,hazard,3.0,60,724,11,0.032406682293518015,0.015193370165745856,0.016197235838950164,0.0900138665045983
