sid,user,day,cohort,model,lead_minutes,p,y,brier,logloss
s33-110-0,u000,2025-06-09,regular,empirical,30,0.0028985507246376274,0,8.401596303297314e-06,0.002902759657961351
s33-110-0,u000,2025-06-09,regular,empirical,60,0.004637681159420315,0,2.1508086536442157e-05,0.004648468567984626
s33-110-0,u000,2025-06-09,regular,empirical,120,0.0197101449275362,0,0.000388489813064481,0.0199069805668798
s33-110-0,u000,2025-06-09,regular,hazard,30,0.0033418978023246337,0,1.1168280921182216e-05,0.0033474944151359385
s33-110-0,u000,2025-06-09,regular,hazard,60,0.009001926713972597,0,8.103468456373347e-05,0.009042688865918557
s33-110-0,u000,2025-06-09,regular,hazard,120,0.034984460318141064,0,0.0012239124637515868,0.03561107447554468
s33-110-0,u000,2025-06-09,regular,hazard_cal,30,0.003370688963587165,0,1.1361544089248318e-05,0.00337638253340065
s33-110-0,u000,2025-06-09,regular,hazard_cal,60,0.00914051054103282,0,8.35489329507321e-05,0.009182541325440576
s33-110-0,u000,2025-06-09,regular,hazard_cal,120,0.036086091792638886,0,0.0013022060208667595,0.036753295198521635
s33-110-14,u014,2025-06-09,regular,empirical,30,0.0028985507246376274,0,8.401596303297314e-06,0.002902759657961351
s33-110-14,u014,2025-06-09,regular,empirical,60,0.004637681159420315,0,2.1508086536442157e-05,0.004648468567984626
s33-110-14,u014,2025-06-09,regular,empirical,120,0.0197101449275362,0,0.000388489813064481,0.0199069805668798
s33-110-14,u014,2025-06-09,regular,hazard,30,0.0025255624997905235,0,6.378465940348158e-06,0.0025287571126906268
s33-110-14,u014,2025-06-09,regular,hazard,60,0.006808354864885291,0,4.6353695966207206e-05,0.006831637450447628
s33-110-14,u014,2025-06-09,regular,hazard,120,0.026556457213021245,0,0.0007052454197070281,0.02691544990709471
s33-110-14,u014,2025-06-09,regular,hazard_cal,30,0.0025329947972423383,0,6.4160626428567544e-06,0.0025362082561605614
s33-110-14,u014,2025-06-09,regular,hazard_cal,60,0.006874503931727061,0,4.7258804307330814e-05,0.00689824218892977
s33-110-14,u014,2025-06-09,regular,hazard_cal,120,0.027245274423812083,0,0.0007423049784288288,0.027623309173799324
s33-110-18,u018,2025-06-09,variable,empirical,30,0.0028985507246376274,0,8.401596303297314e-06,0.002902759657961351
s33-110-18,u018,2025-06-09,variable,empirical,60,0.004637681159420315,0,2.1508086536442157e-05,0.004648468567984626
s33-110-18,u018,2025-06-09,variable,empirical,120,0.0197101449275362,0,0.000388489813064481,0.0199069805668798
s33-110-18,u018,2025-06-09,variable,hazard,30,0.00029190180461946547,0,8.520666354010059e-08,0.0002919444162437106
s33-110-18,u018,2025-06-09,variable,hazard,60,0.0007885983781800165,0,6.218874020681524e-07,0.0007889094854509299
s33-110-18,u018,2025-06-09,variable,hazard,120,0.003107045591282942,0,9.653732306310766e-06,0.003111882478988264
s33-110-18,u018,2025-06-09,variable,hazard_cal,30,0.00028029868645274014,0,7.856735362713154e-08,0.0002803379774718726
s33-110-18,u018,2025-06-09,variable,hazard_cal,60,0.000762401086559672,0,5.812554167873685e-07,0.0007626918620691688
s33-110-18,u018,2025-06-09,variable,hazard_cal,120,0.003053317828708657,0,9.322749763110148e-06,0.003057988713811193
s33-110-21,u021,2025-06-09,regular,empirical,30,0.0028985507246376274,0,8.401596303297314e-06,0.002902759657961351
s33-110-21,u021,2025-06-09,regular,empirical,60,0.004637681159420315,0,2.1508086536442157e-05,0.004648468567984626
s33-110-21,u021,2025-06-09,regular,empirical,120,0.0197101449275362,0,0.000388489813064481,0.0199069805668798
s33-110-21,u021,2025-06-09,regular,hazard,30,0.00017171113258351856,0,2.9484713053114687e-08,0.0001717258766278803
s33-110-21,u021,2025-06-09,regular,hazard,60,0.0004639464569408114,0,2.1524631490793215e-07,0.0004640541133974408
s33-110-21,u021,2025-06-09,regular,hazard,120,0.0018289219398008871,0,3.34495546188504e-06,0.001830596459553921
s33-110-21,u021,2025-06-09,regular,hazard_cal,30,0.00016313137343193507,0,2.661184499778945e-08,0.00016314468080168664
s33-110-21,u021,2025-06-09,regular,hazard_cal,60,0.0004437615045139731,0,1.9692427288850498e-07,0.0004438599957892528
s33-110-21,u021,2025-06-09,regular,hazard_cal,120,0.0017781769991405127,0,3.161913440272359e-06,0.0017797598325108848
s33-110-23,u023,2025-06-09,variable,empirical,30,0.0028985507246376274,0,8.401596303297314e-06,0.002902759657961351
s33-110-23,u023,2025-06-09,variable,empirical,60,0.004637681159420315,0,2.1508086536442157e-05,0.004648468567984626
s33-110-23,u023,2025-06-09,variable,empirical,120,0.0197101449275362,0,0.000388489813064481,0.0199069805668798
s33-110-23,u023,2025-06-09,variable,hazard,30,0.0013064125587896047,0,1.7067137737632023e-06,0.001307266659629569
s33-110-23,u023,2025-06-09,variable,hazard,60,0.0035259388354639265,0,1.243224467143271e-05,0.003532169608327235
s33-110-23,u023,2025-06-09,variable,hazard,120,0.013828696445123745,0,0.0001912328453713781,0.013925203612955352
s33-110-23,u023,2025-06-09,variable,hazard_cal,30,0.0012929649198285542,0,1.6717582839072595e-06,0.0012938015201781972
s33-110-23,u023,2025-06-09,variable,hazard_cal,60,0.0035133362879786745,0,1.2343531872427772e-05,0.003519522547772441
s33-110-23,u023,2025-06-09,variable,hazard_cal,120,0.01400439532138309,0,0.00019612308831757657,0.014103382119034795
s33-110-34,u034,2025-06-09,variable,empirical,30,0.0028985507246376274,0,8.401596303297314e-06,0.002902759657961351
s33-110-34,u034,2025-06-09,variable,empirical,60,0.004637681159420315,0,2.1508086536442157e-05,0.004648468567984626
s33-110-34,u034,2025-06-09,variable,empirical,120,0.0197101449275362,0,0.000388489813064481,0.0199069805668798
s33-110-34,u034,2025-06-09,variable,hazard,30,0.0014750895061150793,0,2.1758890510508283e-06,0.0014761785217026616
s33-110-34,u034,2025-06-09,variable,hazard,60,0.003980541819655348,0,1.5844713178025105e-05,0.003988485262723102
s33-110-34,u034,2025-06-09,variable,hazard,120,0.015599802810050245,0,0.00024335384771245153,0.01572276015039472
s33-110-34,u034,2025-06-09,variable,hazard_cal,30,0.0014634839678790978,0,2.1417853242391484e-06,0.001464555906512201
s33-110-34,u034,2025-06-09,variable,hazard_cal,60,0.003976020646783596,0,1.580874018364944e-05,0.003983946031513005
s33-110-34,u034,2025-06-09,variable,hazard_cal,120,0.01583615289102691,0,0.00025078373838798,0.015962884501742908
s33-110-35,u035,2025-06-09,regular,empirical,30,0.0028985507246376274,0,8.401596303297314e-06,0.002902759657961351
s33-110-35,u035,2025-06-09,regular,empirical,60,0.004637681159420315,0,2.1508086536442157e-05,0.004648468567984626
s33-110-35,u035,2025-06-09,regular,empirical,120,0.0197101449275362,0,0.000388489813064481,0.0199069805668798
s33-110-35,u035,2025-06-09,regular,hazard,30,0.0035995276933205034,0,1.2956599614981224e-05,0.0036060215810972875
s33-110-35,u035,2025-06-09,regular,hazard,60,0.009693485582066064,0,9.396366272972266e-05,0.009740773249783221
s33-110-35,u035,2025-06-09,regular,hazard,120,0.037628695653267985,0,0.0014159187365662689,0.038354931529775003
s33-110-35,u035,2025-06-09,regular,hazard_cal,30,0.003635968456467298,0,1.3220266616425185e-05,0.003642594656420989
s33-110-35,u035,2025-06-09,regular,hazard_cal,60,0.009857331584744777,0,9.716698597160698e-05,0.009906236725920626
s33-110-35,u035,2025-06-09,regular,hazard_cal,120,0.03886846900955776,0,0.001510757883146952,0.03964401050090384
s33-110-47,u047,2025-06-09,regular,empirical,30,0.0028985507246376274,0,8.401596303297314e-06,0.002902759657961351
s33-110-47,u047,2025-06-09,regular,empirical,60,0.004637681159420315,0,2.1508086536442157e-05,0.004648468567984626
s33-110-47,u047,2025-06-09,regular,empirical,120,0.0197101449275362,0,0.000388489813064481,0.0199069805668798
s33-110-47,u047,2025-06-09,regular,hazard,30,0.0006788864211692003,0,4.608867728479248e-07,0.0006791169689053479
s33-110-47,u047,2025-06-09,regular,hazard,60,0.0018333873631517505,0,3.3613092233645287e-06,0.0018350700747861333
s33-110-47,u047,2025-06-09,regular,hazard,120,0.007210876417663048,0,5.199673871080907e-05,0.0072370004475420455
s33-110-47,u047,2025-06-09,regular,hazard_cal,30,0.0006630888316657702,0,4.3968679867987604e-07,0.0006633087722972687
s33-110-47,u047,2025-06-09,regular,hazard_cal,60,0.0018029007556378263,0,3.250451134679445e-06,0.0018045279372639418
s33-110-47,u047,2025-06-09,regular,hazard_cal,120,0.007207539901115112,0,5.194863142616644e-05,0.00723363970268486
s33-110-55,u055,2025-06-09,new,empirical,30,0.0028985507246376274,0,8.401596303297314e-06,0.002902759657961351
s33-110-55,u055,2025-06-09,new,empirical,60,0.004637681159420315,0,2.1508086536442157e-05,0.004648468567984626
s33-110-55,u055,2025-06-09,new,empirical,120,0.0197101449275362,0,0.000388489813064481,0.0199069805668798
s33-110-55,u055,2025-06-09,new,hazard,30,0.0001335639158950297,0,1.7839319629214564e-08,0.00013357283634915366
s33-110-55,u055,2025-06-09,new,hazard,60,0.00036088972799286356,0,1.3024139577076304e-07,0.00036095486436258484
s33-110-55,u055,2025-06-09,new,hazard,120,0.001422907304218013,0,2.024665196396973e-06,0.0014239205981458288
s33-110-55,u055,2025-06-09,new,hazard_cal,30,0.00012624927801974106,0,1.5938880200505873e-08,0.0001262572481306622
s33-110-55,u055,2025-06-09,new,hazard_cal,60,0.0003434445878059966,0,1.1795418489323092e-07,0.00034350357840549797
s33-110-55,u055,2025-06-09,new,hazard_cal,120,0.0013764378735204863,0,1.8945812196615982e-06,0.0013773860342864476
s33-110-53,u053,2025-06-09,regular,empirical,30,0.0028985507246376274,0,8.401596303297314e-06,0.002902759657961351
s33-110-53,u053,2025-06-09,regular,empirical,60,0.004637681159420315,0,2.1508086536442157e-05,0.004648468567984626
s33-110-53,u053,2025-06-09,regular,empirical,120,0.0197101449275362,0,0.000388489813064481,0.0199069805668798
s33-110-53,u053,2025-06-09,regular,hazard,30,0.001159323981105742,0,1.344032093166867e-06,0.001159996516993896
s33-110-53,u053,2025-06-09,regular,hazard,60,0.003129398135863992,0,9.793132692749029e-06,0.003134304941783975
s33-110-53,u053,2025-06-09,regular,hazard,120,0.012281595374462051,0,0.00015083758494200764,0.012357637420119996
s33-110-53,u053,2025-06-09,regular,hazard_cal,30,0.0011446305674985835,0,1.3101791360521293e-06,0.0011452861573865078
s33-110-53,u053,2025-06-09,regular,hazard_cal,60,0.003110722193815141,0,9.676592567094082e-06,0.0031155705472966254
s33-110-53,u053,2025-06-09,regular,hazard_cal,120,0.012408088628727665,0,0.00015396066341836077,0.012485711731699427
s33-110-6,u006,2025-06-09,variable,empirical,30,0.0028985507246376274,0,8.401596303297314e-06,0.002902759657961351
s33-110-6,u006,2025-06-09,variable,empirical,60,0.004637681159420315,0,2.1508086536442157e-05,0.004648468567984626
s33-110-6,u006,2025-06-09,variable,empirical,120,0.0197101449275362,0,0.000388489813064481,0.0199069805668798
s33-110-6,u006,2025-06-09,variable,hazard,30,0.0023513396704269995,0,5.5287982457237505e-06,0.002354108410567049
s33-110-6,u006,2025-06-09,variable,hazard,60,0.006339753473643794,0,4.019247410657856e-05,0.006359935053407444
s33-110-6,u006,2025-06-09,variable,hazard,120,0.02474797930266981,0,0.0006124624795653732,0.025059358618712075
s33-110-6,u006,2025-06-09,variable,hazard_cal,30,0.002354865799993222,0,5.545392935977718e-06,0.002357642857048959
s33-110-6,u006,2025-06-09,variable,hazard_cal,60,0.006392176789294268,0,4.085992410559238e-05,0.006412694232162397
s33-110-6,u006,2025-06-09,variable,hazard_cal,120,0.025354581195904613,0,0.0006428547876197198,0.025681547150801037
s33-110-8,u008,2025-06-09,regular,empirical,30,0.0028985507246376274,0,8.401596303297314e-06,0.002902759657961351
s33-110-8,u008,2025-06-09,regular,empirical,60,0.004637681159420315,0,2.1508086536442157e-05,0.004648468567984626
s33-110-8,u008,2025-06-09,regular,empirical,120,0.0197101449275362,0,0.000388489813064481,0.0199069805668798
s33-110-8,u008,2025-06-09,regular,hazard,30,0.0026321748792076383,0,6.928344594731745e-06,0.0026356451424023515
s33-110-8,u008,2025-06-09,regular,hazard,60,0.00709502894551306,0,5.033943573766816e-05,0.007120318353765046
s33-110-8,u008,2025-06-09,regular,hazard,120,0.02766142197147492,0,0.0007651542654839955,0.02805120386989552
s33-110-8,u008,2025-06-09,regular,hazard_cal,30,0.0026421205281522697,0,6.980800885283629e-06,0.0026456170888427217
s33-110-8,u008,2025-06-09,regular,hazard_cal,60,0.007169905132028642,0,5.1407539602290663e-05,0.007195732428719991
s33-110-8,u008,2025-06-09,regular,hazard_cal,120,0.02840168448515723,0,0.000806655681594421,0.028812815578509746
s33-110-22,u022,2025-06-09,regular,empirical,30,0.0028985507246376274,0,8.401596303297314e-06,0.002902759657961351
s33-110-22,u022,2025-06-09,regular,empirical,60,0.004637681159420315,0,2.1508086536442157e-05,0.004648468567984626
s33-110-22,u022,2025-06-09,regular,empirical,120,0.0197101449275362,0,0.000388489813064481,0.0199069805668798
s33-110-22,u022,2025-06-09,regular,hazard,30,0.0006790761491597408,0,4.6114441635762254e-07,0.0006793068258051702
s33-110-22,u022,2025-06-09,regular,hazard,60,0.0018338994034802214,0,3.363187022085112e-06,0.0018355830557387335
s33-110-22,u022,2025-06-09,regular,hazard,120,0.007212884149802812,0,5.202569775847663e-05,0.007239022764388804
s33-110-22,u022,2025-06-09,regular,hazard_cal,30,0.0006632778816448859,0,4.399375482793272e-07,0.0006634979477343859
s33-110-22,u022,2025-06-09,regular,hazard_cal,60,0.001803414438835138,0,3.252303638199056e-06,0.0018050425483862084
s33-110-22,u022,2025-06-09,regular,hazard_cal,120,0.007209587139873519,0,5.197814672742963e-05,0.007235701806247787
s33-110-32,u032,2025-06-09,regular,empirical,30,0.0028985507246376274,0,8.401596303297314e-06,0.002902759657961351
s33-110-32,u032,2025-06-09,regular,empirical,60,0.004637681159420315,0,2.1508086536442157e-05,0.004648468567984626
s33-110-32,u032,2025-06-09,regular,empirical,120,0.0197101449275362,0,0.000388489813064481,0.0199069805668798
s33-110-32,u032,2025-06-09,regular,hazard,30,0.007312356177894719,0,5.347055287239506e-05,0.007339222505222125
s33-110-32,u032,2025-06-09,regular,hazard,60,0.01962172641180937,0,0.0003850121473798974,0.01981678833649233
s33-110-32,u032,2025-06-09,regular,hazard,120,0.07492074170303753,0,0.005613117537333267,0.07787586049506658
s33-110-32,u032,2025-06-09,regular,hazard_cal,30,0.007492236918401063,0,5.6133614041451853e-05,0.0075204447066971915
s33-110-32,u032,2025-06-09,regular,hazard_cal,60,0.02023555026715773,0,0.00040947749461466736,0.020443093623459557
s33-110-32,u032,2025-06-09,regular,hazard_cal,120,0.0783924332981546,0,0.006145373598405618,0.08163577867724771
s33-110-49,u049,2025-06-09,variable,empirical,30,0.0028985507246376274,0,8.401596303297314e-06,0.002902759657961351
s33-110-49,u049,2025-06-09,variable,empirical,60,0.004637681159420315,0,2.1508086536442157e-05,0.004648468567984626
s33-110-49,u049,2025-06-09,variable,empirical,120,0.0197101449275362,0,0.000388489813064481,0.0199069805668798
s33-110-49,u049,2025-06-09,variable,hazard,30,0.0003015782900074315,0,9.094946500380647e-08,0.00030162377388479657
s33-110-49,u049,2025-06-09,variable,hazard,60,0.0008147326552081502,0,6.637892994625226e-07,0.0008150647302383802
s33-110-49,u049,2025-06-09,variable,hazard,120,0.003209873433709376,0,1.030328746043322e-05,0.0032150361281302587
s33-110-49,u049,2025-06-09,variable,hazard_cal,30,0.0002897809837990595,0,8.397301857155077e-08,0.0002898229784213698
s33-110-49,u049,2025-06-09,variable,hazard_cal,60,0.0007881852535686074,0,6.212359939430099e-07,0.0007884960348784731
s33-110-49,u049,2025-06-09,variable,hazard_cal,120,0.003156440790147097,0,9.96311846170443e-06,0.003161432856921214
s33-110-58,u058,2025-06-09,new,empirical,30,0.0028985507246376274,0,8.401596303297314e-06,0.002902759657961351
s33-110-58,u058,2025-06-09,new,empirical,60,0.004637681159420315,0,2.1508086536442157e-05,0.004648468567984626
s33-110-58,u058,2025-06-09,new,empirical,120,0.0197101449275362,0,0.000388489813064481,0.0199069805668798
s33-110-58,u058,2025-06-09,new,hazard,30,0.0006632021373135233,0,4.398370749372254e-07,0.0006634221531330111
s33-110-58,u058,2025-06-09,new,hazard,60,0.0017910577693401875,0,3.207887933113848e-06,0.001792663631053941
s33-110-58,u058,2025-06-09,new,hazard,120,0.007044888369360347,0,4.9630452136748686e-05,0.007069820761713574
s33-110-58,u058,2025-06-09,new,hazard_cal,30,0.0006474643092039267,0,4.19210031692918e-07,0.0006476740047382414
s33-110-58,u058,2025-06-09,new,hazard_cal,60,0.0017604454288784321,0,3.099168108058967e-06,0.0017619968339758355
s33-110-58,u058,2025-06-09,new,hazard_cal,120,0.007038325511692478,0,4.9538026008541186e-05,0.007063211363259656
s33-110-20,u020,2025-06-09,variable,empirical,30,0.0028985507246376274,0,8.401596303297314e-06,0.002902759657961351
s33-110-20,u020,2025-06-09,variable,empirical,60,0.004637681159420315,0,2.1508086536442157e-05,0.004648468567984626
s33-110-20,u020,2025-06-09,variable,empirical,120,0.0197101449275362,0,0.000388489813064481,0.0199069805668798
s33-110-20,u020,2025-06-09,variable,hazard,30,0.000569378152445954,0,3.241914804827681e-07,0.0005695403097416645
s33-110-20,u020,2025-06-09,variable,hazard,60,0.001537813785622233,0,2.3648712392497828e-06,0.0015389974348855983
s33-110-20,u020,2025-06-09,variable,hazard,120,0.006051345716401535,0,3.6618784979411205e-05,0.0060697293100654215
s33-110-20,u020,2025-06-09,variable,hazard_cal,30,0.0005541598458458363,0,3.070931347478811e-07,0.0005543134491630253
s33-110-20,u020,2025-06-09,variable,hazard_cal,60,0.001506889327605121,0,2.2707154456502136e-06,0.0015080258271908296
s33-110-20,u020,2025-06-09,variable,hazard_cal,120,0.006027213194143566,0,3.632729888765828e-05,0.006045450159229432
s33-110-43,u043,2025-06-09,variable,empirical,30,0.0028985507246376274,0,8.401596303297314e-06,0.002902759657961351
s33-110-43,u043,2025-06-09,variable,empirical,60,0.004637681159420315,0,2.1508086536442157e-05,0.004648468567984626
s33-110-43,u043,2025-06-09,variable,empirical,120,0.0197101449275362,0,0.000388489813064481,0.0199069805668798
s33-110-43,u043,2025-06-09,variable,hazard,30,0.0007186688959150977,0,5.164849819558256e-07,0.0007189272622000338
s33-110-43,u043,2025-06-09,variable,hazard,60,0.0019407487164238013,0,3.7665055803006325e-06,0.0019426344093797317
s33-110-43,u043,2025-06-09,variable,hazard,120,0.007631769689144252,0,5.8243908588140954e-05,0.00766104066476967
s33-110-43,u043,2025-06-09,variable,hazard_cal,30,0.0007027520122230291,0,4.938603906835165e-07,0.0007029990581665075
s33-110-43,u043,2025-06-09,variable,hazard_cal,60,0.001910668679705907,0,3.6506548036091134e-06,0.0019124963355085637
s33-110-43,u043,2025-06-09,variable,hazard_cal,120,0.007636960484550981,0,5.8323165442593155e-05,0.0076662713934689715
s33-110-7,u007,2025-06-09,variable,empirical,30,0.0028985507246376274,0,8.401596303297314e-06,0.002902759657961351
s33-110-7,u007,2025-06-09,variable,empirical,60,0.004637681159420315,0,2.1508086536442157e-05,0.004648468567984626
s33-110-7,u007,2025-06-09,variable,empirical,120,0.0197101449275362,1,0.9609681999579921,3.9266218048493005
s33-110-7,u007,2025-06-09,variable,hazard,30,0.002164510546588505,0,4.685105906292869e-06,0.0021668564853591075
s33-110-7,u007,2025-06-09,variable,hazard,60,0.0058370702196395285,0,3.4071388749002654e-05,0.005854172497953611
s33-110-7,u007,2025-06-09,variable,hazard,120,0.022804809578881535,1,0.954910440182166,3.7807838188256415
s33-110-7,u007,2025-06-09,variable,hazard_cal,30,0.0021641433605998905,0,4.683516485228588e-06,0.0021664885029362164
s33-110-7,u007,2025-06-09,variable,hazard_cal,60,0.00587556359100827,0,3.4522247511982e-05,0.005892892626671549
s33-110-7,u007,2025-06-09,variable,hazard_cal,120,0.023326014124346095,1,0.953892074686237,3.7581860551940376
s33-110-44,u044,2025-06-09,variable,empirical,30,0.0028985507246376274,0,8.401596303297314e-06,0.002902759657961351
s33-110-44,u044,2025-06-09,variable,empirical,60,0.004637681159420315,0,2.1508086536442157e-05,0.004648468567984626
s33-110-44,u044,2025-06-09,variable,empirical,120,0.0197101449275362,0,0.000388489813064481,0.0199069805668798
s33-110-44,u044,2025-06-09,variable,hazard,30,0.00019127035627752864,0,3.658434919053274e-08,0.00019128865078495906
s33-110-44,u044,2025-06-09,variable,hazard,60,0.0005167837979440648,0,2.67065493817492e-07,0.000516917376713852
s33-110-44,u044,2025-06-09,variable,hazard,120,0.002037032027907615,0,4.14949948272141e-06,0.0020391095995150373
s33-110-44,u044,2025-06-09,variable,hazard_cal,30,0.00018210885512648378,0,3.316363511547866e-08,0.00018212543895744705
s33-110-44,u044,2025-06-09,variable,hazard_cal,60,0.0004953762129724648,0,2.453975923789408e-07,0.0004954989523050919
s33-110-44,u044,2025-06-09,variable,hazard_cal,120,0.001984824641852012,0,3.939528858902968e-06,0.0019867970165922586
s33-110-38,u038,2025-06-09,regular,empirical,30,0.0028985507246376274,0,8.401596303297314e-06,0.002902759657961351
s33-110-38,u038,2025-06-09,regular,empirical,60,0.004637681159420315,0,2.1508086536442157e-05,0.004648468567984626
s33-110-38,u038,2025-06-09,regular,empirical,120,0.0197101449275362,0,0.000388489813064481,0.0199069805668798
